,hc_specificity,dev_peak,aging_decline,conservation,gwas,sgn_specificity,score,TPS_FINAL
DKK2,0.0,0.4607939854233138,0.1549455575978554,0.5,0.0,0.51291484,0.1902540974360801,0.21798359872434106
VAPB,0.0,0.6228393000485445,0.3057479073758589,0.5,0.0,0.23768158,0.195951586677438,0.21796636211608772
GAS2,0.0,0.6263109366339223,0.3057472314921159,0.5,0.0,0.23416862,0.1958759621432141,0.21795799605060187
PKNOX1,0.0,0.532355367388841,0.2272974869440878,0.5,0.0,0.38694778,0.1929400344264135,0.2179552525193814
HMGCS2,0.0,0.7854366963972813,0.0143081005059068,0.5,0.0,0.29358378,0.2769170760240065,0.21795031035534232
NUDT4,0.0,0.5363632253063685,0.3057476474205723,0.5,0.0,0.32407254,0.1958671267626273,0.21794930017435954
COX15,0.0,0.4640969022301446,0.3557400629302363,0.5,0.0,0.3587826,0.1974305739978091,0.21793690988556438
TRAF5,0.0,0.6206450268052027,0.3057480633490297,0.5,0.0,0.23971948,0.1958700552854055,0.217935110863395
CASP9,0.0,0.3571398411257171,0.3873364593396786,0.5,0.0,0.44200802,0.1987211275721297,0.2179300411260952
MED15,0.0,0.481593693499004,0.3057477514026872,0.5,0.0,0.3787156,0.1958820146647229,0.21792402141020387
USP9X,0.0,0.5104839647270555,0.305748063349029,0.5,0.0,0.34982234,0.1958695890141719,0.21792347044776544
TSTD1,0.0,0.0,0.8275791299710096,0.5,0.0,0.4689018,0.2154569262829107,0.21791722949565145
PTBP2,0.0,0.497574905179658,0.3057481673311422,0.5,0.0,0.36263987,0.1958742010261404,0.21790518013560292
SFR1,7.357920743553225e-05,0.4452512122807774,0.3251207810106433,0.5,0.0,0.4003181,0.196564631487364,0.21790405336998264
SESN1,0.0,0.5253033132553578,0.305747777398215,0.5,0.0,0.33484256,0.1956959065531827,0.21789134126080384
PDPN,0.0,0.4335181200550316,0.3057479593669137,0.5,0.0,0.42659572,0.1958181793024375,0.2178849619160434
KRT76,0.0,0.799915006375939,2.144631052177657e-07,0.5,0.0,0.28947443,0.1843612525216627,0.21787791944465362
SPARC,0.0004083411314528201,0.4662089513096934,0.3057484792774847,0.5,0.0,0.3932519,0.1957302127405444,0.21787694449299724
PPP2R5E,0.0,0.4642730986847505,0.305748479277485,0.5,0.0,0.3957946,0.1958188957734886,0.21787581162857286
KIN,0.0,0.5557445462676824,0.3057484792774856,0.5,0.0,0.30425328,0.1958208019865507,0.21786183714515933
FEM1C,0.0,0.5145335674297109,0.3057478553847993,0.5,0.0,0.34544855,0.195831316214753,0.21785860179366207
LITAF,0.0,0.4770728520640882,0.3057480633490267,0.5,0.0,0.38274652,0.1957745497800377,0.21782608391517164
WWC2,0.0,0.4754487079711641,0.3057475954295153,0.5,0.0,0.38435853,0.1957840234000551,0.2178235869086601
ITFG2,0.0,0.5066345968853194,0.3057481673311411,0.5,0.0,0.35313222,0.1958048540406062,0.21781558847673507
CHIC2,0.0,0.4354982262494135,0.3057478553848005,0.5,0.0,0.42414665,0.1957883969207388,0.21779115355760278
GPRIN3,0.0,0.6423190235841143,0.2080187618948009,0.5,0.0,0.29059434,0.198894247471993,0.21778548700104303
ILKAP,0.0,0.644359762487808,0.3057480633490295,0.5,0.0,0.215205,0.1957534121446283,0.21777516199991603
RBM17,0.0,0.5003433191456079,0.3057480633490276,0.5,0.0,0.3592168,0.1957816948865136,0.21777423333147575
BTBD7,0.0,0.4675793865985249,0.3057474394563463,0.5,0.0,0.39194196,0.1959028586928778,0.21776638523815692
UBALD2,0.0,0.639516947998725,0.3733729028725758,0.5,0.0,0.16918579,0.1982528746656855,0.21774648303063138
SRSF9,0.0016638228902839467,0.462115219585491,0.4210181404477397,0.5,0.0,0.30830473,0.1996567556925076,0.21773585785134436
ETFDH,0.0,0.6582210570904502,0.3057481933266689,0.5,0.0,0.20111269,0.1980265571959145,0.21772897841709038
WIPI2,0.0,0.4810969519720336,0.305747959366913,0.5,0.0,0.37820858,0.1958234901290599,0.2177233002994437
DOCK10,0.0,0.6470905976238563,0.3057484792774841,0.5,0.0,0.2121179,0.1956934231295896,0.21770397141639392
B4GALT4,0.0,0.5601249660696995,0.3057482713132546,0.5,0.0,0.2990586,0.1956837397404411,0.2176989539109281
SP8,0.0,0.7783600723610316,0.0594406473458687,0.5,0.0,0.26550528,0.2605941819516528,0.21768916757408663
MIPEP,0.0,0.527567878734745,0.3057483233043118,0.5,0.0,0.3314688,0.1956082522730189,0.21766958424259578
CTXN2,0.0,0.5237608755905235,0.3057480633490281,0.5,0.0,0.3351615,0.1956623910874217,0.21764668462045894
BCL2L11,0.0,0.3986419777321321,0.3057480633490281,0.5,0.0,0.46023518,0.1956374492017195,0.21763764104878064
ICAM4,2.4121298037055615e-05,0.7986729848947335,1.847542548714731e-15,0.5,0.0,0.28947443,0.2964626893659255,0.2176367193683581
BEX1,0.013575682315684397,0.4053530626231056,0.498726521979175,0.5,0.0,0.28838181,0.1998195751038963,0.2176286575162027
PRKAR1A,0.003906666402291019,0.3237603488871878,0.305748583259597,0.5,0.0,0.52913326,0.1946939144898727,0.21761300918706444
LGR4,0.0,0.5171104681123814,0.3057474394563463,0.5,0.0,0.34159783,0.1956126152531525,0.21760377554092822
MRAS,0.0,0.6282078690849678,0.3057479593669137,0.5,0.0,0.23038247,0.1956448759966529,0.2175802617220306
YTHDF2,0.0,0.5438184255280749,0.3057481153400847,0.5,0.0,0.31472915,0.1955884928096407,0.2175717324066277
STAT3,0.0,0.5957562958696486,0.3057478553848001,0.5,0.0,0.26276362,0.1956859140718557,0.21756616148164973
PTRH2,0.0,0.4352816714151626,0.4289735591585918,0.5,0.0,0.3308133,0.2004618666780304,0.21756502815682133
CLEC18A,0.006480089041197968,0.443338601658482,0.4207940826296077,0.5,0.0,0.31908345,0.1998535552147965,0.21754754943849694
BAMBI,0.0,0.6060351753255029,0.3057477514026849,0.5,0.0,0.25231123,0.1955783013209938,0.21753144377550332
SGCD,0.0,0.6696788722863418,0.0886278023398784,0.5,0.0,0.3514005,0.187413472590208,0.21751004480825012
ASXL1,0.0,0.5679113227025971,0.3057479593669143,0.5,0.0,0.29027513,0.1955507848220055,0.21749948444555658
MBTPS2,0.0,0.5074232669861274,0.3057480113579718,0.5,0.0,0.35057446,0.195762520008439,0.21746174710092125
ISM1,0.0,0.6014795364188463,0.3079130813385,0.5,0.0,0.2548806,0.1955851069952056,0.21745898948454429
GSTK1,0.0,0.4947392105334501,0.4581688927858775,0.5,0.0,0.24885266,0.2012447204736477,0.21744370802457166
ERAL1,0.0,0.4435500180562789,0.3479285418036407,0.5,0.0,0.38266268,0.197084087924427,0.2174318208818019
HSD11B2,0.0,0.7979173973885882,8.484696527269208e-05,0.5,0.0,0.2890962,0.2589251047941098,0.21741544652250858
CAMK2D,0.0,0.4950508157118062,0.3057477514026863,0.5,0.0,0.3627089,0.1954112470542306,0.2174141058527642
PSMD9,0.0,0.4559051001497062,0.3057482713132563,0.5,0.0,0.4017759,0.1954536182456146,0.21739844072692968
MICU3,0.0,0.4180872863477543,0.3057484792774832,0.5,0.0,0.43956667,0.195569747488118,0.21739306316117338
SLAIN1,0.0,0.4865721757071449,0.3607723148734695,0.5,0.0,0.32978234,0.1975344755279753,0.21738675037244942
LRIG2,0.0,0.4090180931790086,0.3057480633490293,0.5,0.0,0.44856915,0.1954726879798916,0.21737965813815613
ECRG4,0.07991765652950412,0.0,0.8424522789906553,0.5,0.0,0.3351615,0.1975910405026436,0.21737543880744953
RBM18,0.0,0.5435394017462184,0.3057480633490284,0.5,0.0,0.31402242,0.1954494751838146,0.21737457385159795
TOPBP1,0.0,0.4235776112277861,0.3092512338330153,0.5,0.0,0.43133813,0.1954612614748095,0.2173708333205095
NSFL1C,0.0,0.39456425318282,0.3057484792774847,0.5,0.0,0.46289116,0.1954874442669111,0.21735335452818672
DDA1,0.0,0.5632441597530765,0.3751767116775972,0.5,0.0,0.24209693,0.198028305984686,0.2173447247022549
WBP1L,0.0,0.5871244134304648,0.3057474394563463,0.5,0.0,0.27022722,0.1951742166543321,0.2173324426045449
HDLBP,0.0,0.4822152542008223,0.3057483752953716,0.5,0.0,0.37509152,0.1954043681679566,0.2173236111344702
TRIM27,0.0,0.4527408419795227,0.3103336931233146,0.5,0.0,0.4010056,0.1955545046605417,0.21729934236440174
NOP9,0.0,0.4704088256418008,0.31505833183172,0.5,0.0,0.37954187,0.1956986759107693,0.21724888890311816
CNPY2,0.0,0.3513251999605322,0.3438502024681046,0.5,0.0,0.47702855,0.1967742855382099,0.21724828036232213
KRT84,0.0,0.5217290302814885,0.3057480633490281,0.5,0.0,0.3351615,0.1953485960998856,0.21724031555865192
THRA,0.0,0.4594889372204965,0.3057480633490257,0.5,0.0,0.39729524,0.1953554910685533,0.21721904494645317
CARD9,0.0,0.601401527445491,0.3057476896633162,0.5,0.0,0.2553772,0.1953312384765921,0.21721789893859564
HOXC11,0.0,0.79656568127119,1.847542548714731e-15,0.5,0.0,0.28947443,0.1838588215864848,0.2172080222542383
EMC3,0.0,0.4502777718557295,0.3057481673311421,0.5,0.0,0.40640032,0.1965654355809754,0.21719784347081722
ORC4,0.0,0.4683870271421609,0.3057481933266707,0.5,0.0,0.38827875,0.1953471806890233,0.2171953844274328
KRTAP21-1,0.0,0.5215040804950338,0.3057480633490281,0.5,0.0,0.3351615,0.1953148536319174,0.21719532560136096
PIP5K1A,0.0,0.5355782096471045,0.305748271313256,0.5,0.0,0.32106423,0.195191540303943,0.2171907286264093
ESRRA,0.0,0.5227320582269843,0.3057484792774835,0.5,0.0,0.333848,0.1952990404968543,0.2171782835370194
OAF,0.0,0.557613626571847,0.3390730115264658,0.5,0.0,0.27391502,0.1965309886797637,0.21716668104333928
MAGEE2,0.0,0.6347318466314809,0.3057476474205728,0.5,0.0,0.22178763,0.1953008789377397,0.21716604243938212
SCCPDH,0.0,0.6068748247316603,0.3232761119338883,0.5,0.0,0.23647709,0.1959838624099515,0.2171617997364153
DES,0.0,0.7962882782676192,2.144631064661053e-07,0.5,0.0,0.28947443,0.3085037807276038,0.21715257382298983
ELP4,0.0,0.5989801698337479,0.3057478553847993,0.5,0.0,0.25742292,0.1952669882745701,0.21714279627446947
SSBP1,0.0,0.6211601799170495,0.3057476474205713,0.5,0.0,0.23522675,0.1948758707873381,0.2171395330964956
ORM1,0.0,0.5211810505977006,0.3057480633490281,0.5,0.0,0.3351615,0.1952663991473174,0.21713071962189434
EHMT1,0.0,0.3676551175586727,0.3057481413356132,0.5,0.0,0.4886826,0.1952638419926408,0.21712976471207654
GNPAT,0.0,0.4507427475650402,0.3057478553848,0.5,0.0,0.4055835,0.1952731115724881,0.21712742782072803
ENSA,0.0,0.4178987022770089,0.305748271313254,0.5,0.0,0.4384231,0.1952534597167773,0.21712660115238988
PHLDB1,0.0,0.6240029058190613,0.3057478033937439,0.5,0.0,0.23224911,0.1952369798343929,0.21711257367287384
CLRN3,0.0,0.4738835063762424,0.4295777738920314,0.5,0.0,0.28947443,0.1998931614360471,0.2171082533590532
PCYT1A,0.0,0.50545270413114,0.3057482713132561,0.5,0.0,0.35077477,0.1941302386467401,0.2171077355232164
MTMR4,0.0,0.5738877380216565,0.3057479593669147,0.5,0.0,0.28230894,0.1952507799585282,0.2171015295093685
KIF20B,0.0,0.5359289359993532,0.0254074616457925,0.5,0.0,0.5304675,0.1847182734532618,0.21709040644673955
SMARCA2,0.0,0.3756865920287205,0.3057478553848014,0.5,0.0,0.4803576,0.1952115956795238,0.21707101671346435
CHD1,0.0,0.4543140251553503,0.3057478553847996,0.5,0.0,0.40171123,0.1952322073672186,0.21706722933879002
SLC25A21,0.0,0.5522232158327479,0.3057479593669125,0.5,0.0,0.3037921,0.1952266916446119,0.21706525707158647
SPG21,0.0,0.6188705003359324,0.3057480113579702,0.5,0.0,0.23712477,0.1953241176441298,0.21706125577088203
TUBGCP4,0.0,0.389317068921281,0.3057476474205728,0.5,0.0,0.4666748,0.1957733139901395,0.21706052089734215
LAG3,0.0,0.4955268426549903,0.3307592230916074,0.5,0.0,0.34167567,0.1961713595220302,0.21705438599473917
CYBRD1,0.0,0.5233033375238064,0.5282450677026598,0.5,0.0,0.16578433,0.2035520053151078,0.21705429366016024
USP1,0.0,0.5176105927417807,0.3057478033937438,0.5,0.0,0.33833677,0.1951985270997547,0.21705164305741773
PTCD3,0.0,0.4626624542679026,0.3057482713132559,0.5,0.0,0.39327228,0.1952797425784665,0.2170491875505689
PTPRS,0.0,0.371144390159264,0.3057474394563454,0.5,0.0,0.4847365,0.195198390646078,0.2170382939503046
USP32,0.0,0.4463432240759477,0.3057473354742303,0.5,0.0,0.40946856,0.195186978471477,0.21702445713632407
LYZL6,0.0,0.5548475646940049,2.144631052177657e-07,0.5,0.0,0.5301441,0.1837015908978402,0.21699836510826678
TRPM3,0.0,0.5164823518560469,0.3057478553848067,0.5,0.0,0.33919635,0.1951048115435475,0.21699791867893037
MTMR3,0.0,0.649311789894458,0.3057479073758569,0.5,0.0,0.20632169,0.1942391654309331,0.21698888208527017
TECPR1,0.0,0.5522293616630845,0.3057479593669148,0.5,0.0,0.30335587,0.1951801171747807,0.2169792402376541
CCND2,0.0,0.5685384112205105,0.3057481153400863,0.5,0.0,0.28700194,0.1951367829104255,0.21697028754511505
SUMO1,0.0,0.3559970844849107,0.3057482713132561,0.5,0.0,0.499321,0.1951106158964815,0.21692585759397057
TUSC3,0.0,0.4738397290912192,0.3057477514026867,0.5,0.0,0.38143238,0.1951253473537425,0.21691658452864684
DCUN1D4,0.0,0.5297520798225792,0.3057483752953695,0.5,0.0,0.3255125,0.1951526005030583,0.21691517225882126
SPTY2D1,0.0,0.5688837851701956,0.3257033702143191,0.5,0.0,0.27135882,0.1958538457442614,0.21690402656618699
IRS1,0.0,0.4657627511572983,0.3057475954295174,0.5,0.0,0.38944557,0.1951025086500398,0.21690380354588729
TPRKB,0.0009982686386536255,0.7306194745134542,0.3057482713132561,0.5,0.0,0.12287054,0.1948465469580505,0.21685972419127533
ITGBL1,0.0,0.5018413740300675,0.2255843020585902,0.5,0.0,0.41322225,0.192251800518806,0.21685037011480202
PGM3,0.0,0.4834444121049789,0.3188658788165263,0.5,0.0,0.36165556,0.1956761790873035,0.21684987624347474
ABCB7,0.0,0.5487765621057004,0.3057478553847997,0.5,0.0,0.30608582,0.1948095501192053,0.21683465472886004
CPSF7,0.0,0.4499237549330181,0.305747855384801,0.5,0.0,0.4048363,0.1783183933743936,0.21681418929432378
EIF4G3,0.0,0.4306043072328347,0.3057484272864281,0.5,0.0,0.42409906,0.1950989911909399,0.21680293753953114
LBH,0.0,0.7044311794503837,0.3110286559484119,0.5,0.0,0.14629303,0.1952259517749452,0.21679914028233851
CRYL1,0.0,0.4049507145937183,0.30574769941163,0.5,0.0,0.44969088,0.1951815735260052,0.21679047383048816
PHIP,0.0,0.4874078044673899,0.3057476474205745,0.5,0.0,0.36720806,0.1948100646663313,0.21678532000656414
AKR1A1,0.0008790737835001089,0.3890653972568681,0.3057476474205718,0.5,0.0,0.46413448,0.1947392239212418,0.21676584469950944
SRFBP1,0.0,0.5580407993499079,0.3057474459552207,0.5,0.0,0.29646954,0.1950465613530289,0.21676418476326467
IL17RA,0.0,0.5047683795275854,0.374949533315428,0.5,0.0,0.2977856,0.1975888181539011,0.21675322590283125
APCDD1,0.0,0.5555456480721672,0.0028932949196824,0.5,0.0,0.5260093,0.1823533868600272,0.21674498385238583
UFM1,0.0,0.3448202470045644,0.3934328143786753,0.5,0.0,0.44371566,0.1982575693807047,0.21672210355771418
CHST1,0.0,0.6453483076768022,0.3057482713132554,0.5,0.0,0.20894109,0.1949532629976767,0.21672012023234877
VAMP3,0.001193409368538779,0.4631401300761856,0.4486765484281008,0.5,0.0,0.28206253,0.2000249476993189,0.21670003709001387
PLCB3,0.0,0.4022883680493928,0.3057484792774813,0.5,0.0,0.45172024,0.1949105426773401,0.21666399350150073
PPP2R3C,0.0,0.4644016276112292,0.3057476474205716,0.5,0.0,0.389439,0.1948942595558948,0.21663027263533158
ARHGEF17,0.0,0.3608484294652186,0.3057478553847998,0.5,0.0,0.49282125,0.1948795972131977,0.2165961142007637
POU3F4,0.0,0.4616127745315068,0.305748531268541,0.5,0.0,0.392042,0.1949005833719138,0.2165932345965825
HIF1AN,0.0,0.401385837095471,0.4000126025682356,0.5,0.0,0.38155437,0.1983957008073804,0.21658993180432956
PFKFB2,0.0,0.7770813909463321,0.3057480633490281,0.5,0.0,0.07651947,0.1948422214502547,0.21658238169162064
PTPRN2,0.0,0.3960407931550705,0.3306522112192375,0.5,0.0,0.43887886,0.1957911636706741,0.21658176231389972
MKLN1,0.0,0.5519887359566766,0.3057482713132532,0.5,0.0,0.30153823,0.1947337329469219,0.21656763388832329
PON2,0.0,0.4875076171174408,0.3057476474205723,0.5,0.0,0.36600405,0.1948444658742024,0.216564480536574
RFX5,0.0,0.5079764908404845,0.3114641493129297,0.5,0.0,0.341236,0.1949718197480274,0.21656212056503632
SLC25A10,0.0,0.4911950801990478,0.3286717878476858,0.5,0.0,0.34509888,0.1956483775041655,0.21655956021696243
BPTF,0.0,0.5777310206662823,0.3057482713132545,0.5,0.0,0.27571768,0.1948522619715092,0.21655198083024468
PHACTR1,0.0,0.4659180670197557,0.3057480633490295,0.5,0.0,0.38737783,0.1948061862496359,0.21652138890630557
ACVR2A,0.0,0.5385693835854488,0.3057481673311411,0.5,0.0,0.31467,0.1947890694895605,0.21651010181676092
TIAM2,0.0,0.5631478282905904,0.3057479593669143,0.5,0.0,0.29006386,0.1947814778728782,0.21650453156315524
IPPK,0.0,0.3812399069490241,0.310012943937093,0.5,0.0,0.46876004,0.1844854787302883,0.21650193098036877
GNS,0.0,0.5599472097953259,0.3057479073758592,0.5,0.0,0.29324418,0.1948293217821006,0.21650046406544407
PHLPP1,0.0,0.6037039865309664,0.305747439456344,0.5,0.0,0.24942765,0.1954698301498182,0.2164884432246449
APLF,0.0,0.5852598812398394,0.3127312892176487,0.5,0.0,0.26259995,0.1950907569872234,0.2164816596306152
OSER1,0.0,0.5328966587064947,0.3729362103614245,0.5,0.0,0.26980022,0.1972903659667377,0.21647980729551264
AC103796.1,0.3452685891133951,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117065392155786,0.21647508623637274
PSPC1,0.0,0.5063397631781684,0.3057474394563454,0.5,0.0,0.34669742,0.1947960845202058,0.2164695525540855
PCDHGA11,0.0,0.6529446857330258,0.13073312194398,0.5,0.0,0.33125782,0.2789188175884166,0.21645046943820218
HEY1,0.0,0.4233417032982895,0.5708736987515897,0.5,0.0,0.23068099,0.2046632281538244,0.21643559347239635
CCNY,0.0,0.4193930604995253,0.305748063349027,0.5,0.0,0.43340942,0.1947405978374972,0.21642270560225912
CLDN12,0.0,0.3597644117559196,0.3290747234096151,0.5,0.0,0.47549936,0.1956470814520099,0.2164139628626262
PRDX1,0.012216211041671232,0.3906582160122905,0.3057476474205738,0.5,0.0,0.44377324,0.1919862397658202,0.21641330162804553
IER3,0.0,0.5479717008907613,0.0024955213093529,0.5,0.0,0.5322221,0.2455772241630043,0.2164130883745552
TEX38,0.0,0.0,0.6151538987692696,0.5,0.0,0.6206579,0.2553790294032327,0.21640466481539045
HBP1,0.0,0.3297835567668329,0.3057478553847992,0.5,0.0,0.52283967,0.1947967886949757,0.21638682366108647
NME6,0.0,0.5131176367811947,0.3228559025779695,0.5,0.0,0.32659245,0.1953522070611117,0.21637040274293434
MAPRE1,0.0,0.4255982216511548,0.3057478553847982,0.5,0.0,0.42685533,0.1952439242822768,0.21635288863795066
FAM220A,0.0,0.4663601628708949,0.3057480113579712,0.5,0.0,0.38608012,0.1946882095515535,0.21635025827787466
SOX13,0.0,0.5252034738521717,0.3057478553847991,0.5,0.0,0.32714885,0.1948022702824595,0.2163326430781542
CAMSAP2,0.0,0.3777526987313903,0.3057480633490296,0.5,0.0,0.4745596,0.194645255352168,0.21632466924863253
IQCB1,0.0,0.5698445990040858,0.3057480633490247,0.5,0.0,0.28239834,0.1946529958321154,0.21631079730317088
GLB1L,0.0,0.593807747750735,0.3057482713132564,0.5,0.0,0.25839025,0.1945992722912829,0.21630184024713547
MLLT10,0.0,0.4936729544311035,0.3057478553847969,0.5,0.0,0.35848877,0.1946532857991084,0.21629452319394024
TRIM25,0.0,0.6099974137998163,0.3057477514026863,0.5,0.0,0.24212152,0.1948007646619012,0.21628594947036622
PPT2,0.0,0.450593844669176,0.3057480633490296,0.5,0.0,0.40149257,0.1946172550766375,0.21627949243618966
RNF214,0.0,0.5248580486766463,0.3057476474205715,0.5,0.0,0.3271409,0.1946141885315262,0.216261936848415
CYHR1,0.0,0.5243962870151645,0.305747907375859,0.5,0.0,0.32755035,0.1946372000427715,0.21625151350941177
TEAD1,0.0,0.5499062323261062,0.291319816798806,0.5,0.0,0.3128526,0.1940947397860725,0.21624973898504213
IGFBP2,0.002092360877003546,0.5970023686539527,0.3057481153400837,0.5,0.0,0.25176078,0.1942132120116052,0.2162425552949042
MTCL1,0.0,0.4577843274002906,0.3057482713132578,0.5,0.0,0.3940697,0.1945919724765898,0.2162330461770468
INHBE,0.0,0.7916873246890145,1.847542548714731e-15,0.5,0.0,0.28947443,0.275163629608393,0.21623235093780319
NEURL4,0.0,0.4924392360421279,0.3057479593669128,0.5,0.0,0.35939035,0.1945905723679026,0.21622811111346252
ULK3,0.0,0.5664109941190709,0.3620129261518292,0.5,0.0,0.24312842,0.1965721556928905,0.21620982174658857
CLASP2,0.0,0.4001579190775541,0.305748271313255,0.5,0.0,0.45150453,0.1945665563414043,0.2161947305124991
PIR,0.03216063043755933,0.6041007551557928,0.1729457570275491,0.5,0.0,0.29890704,0.1847378382630919,0.21619161171655873
EYA2,0.0,0.7826056029236073,0.0020140230037513,0.5,0.0,0.29678723,0.1830618235778884,0.21618067003528416
LOR,0.0,0.5162964485067678,0.3057480633490281,0.5,0.0,0.3351615,0.1945337088336775,0.21615379920370775
CENPO,0.0,0.5744617106517638,0.3095958892163918,0.5,0.0,0.27404925,0.1946905331082396,0.21614157551281152
ACIN1,0.0,0.6704589271912892,0.3057482713132552,0.5,0.0,0.18092051,0.1945079458923147,0.2161381281352461
KIT,0.0,0.5065913511475283,0.3124578840703262,0.5,0.0,0.33971286,0.1947664009512717,0.2161295248400546
COX8C,0.0,0.79112650654749,1.847542548714731e-15,0.5,0.0,0.28947443,0.1830429453779298,0.21612018730949828
STRN,0.0,0.5127067866907128,0.3057483752953693,0.5,0.0,0.33856815,0.1945111009901041,0.216117243632448
CDKN2AIPNL,1.3587857780896664e-06,0.4683298522673684,0.5104275762179433,0.5,0.0,0.22940376,0.2023174466602455,0.2161112665218986
BAG6,0.0,0.398159749759289,0.3057476474205725,0.5,0.0,0.45305812,0.19449229421115,0.21610572106494366
CD44,0.0,0.3719808741866258,0.3057486872417122,0.5,0.0,0.47905073,0.1944524344720572,0.216068623923582
NEK9,0.0,0.4651776207007313,0.3057481673311428,0.5,0.0,0.38583195,0.1944745803427991,0.21606413923981768
MAP4K5,0.0,0.5095582264536926,0.3057472314921181,0.5,0.0,0.3413926,0.1945012088406292,0.21605225001455625
FUS,0.0,0.473557233799952,0.3057478553848,0.5,0.0,0.37735587,0.1944592159053846,0.2160447990677104
PER3,0.0,0.4419866981400721,0.3057480633490285,0.5,0.0,0.40891072,0.1943616562501869,0.2160416931303687
FARP1,0.0,0.6457393797945813,0.3057485832595957,0.5,0.0,0.20515467,0.1944366116330162,0.21604109744785563
CHP2,0.0,0.4762119057842722,0.4193534141020918,0.5,0.0,0.2893623,0.2907261934611146,0.21601785327216821
AC103726.2,0.34367750358717064,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170647700295932,0.2159977605785054
UTP14A,0.0,0.3973665913489441,0.305747829389272,0.5,0.0,0.45325568,0.1944170195870175,0.21598662867817964
C7ORF57,0.3435775513205829,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170638055357989,0.21596777489852909
CHD1L,3.093515609672323e-07,0.4808040247389114,0.3057482713132545,0.5,0.0,0.36970565,0.1943664872638503,0.21596426845023875
ERCC8,0.0,0.5011185314785737,0.3057483233043127,0.5,0.0,0.34922713,0.1943725421280248,0.21593138079136165
STK4,0.0,0.520995561988811,0.3057480633490267,0.5,0.0,0.3293243,0.1928704154710065,0.21592618190011623
USF2,0.0,0.4311554004198379,0.3057484272864257,0.5,0.0,0.41914672,0.1943504929445395,0.21592268817693144
LIG3,0.0,0.5570501985566658,0.3057484792774829,0.5,0.0,0.29323623,0.1944238619738013,0.2159195576029556
RCN1,0.0,0.4197359153111391,0.3057480633490277,0.5,0.0,0.4305496,0.1943642065475887,0.21591931256458197
LDLRAD4,0.0,0.5389471240396185,0.3057478553848005,0.5,0.0,0.311191,0.1943857185418492,0.2158898031156438
TBC1D23,0.0,0.5872246344228096,0.3057484792774833,0.5,0.0,0.26291037,0.1943684734452464,0.21588927277618442
CIRBP,0.0004798439652860247,0.4094014705470607,0.3057480633490294,0.5,0.0,0.43995008,0.1942029821555053,0.21587647280135236
PLXNA1,0.0,0.4455169168525504,0.3057488952059397,0.5,0.0,0.40431312,0.1942788369487147,0.21582834165140105
SCYL1,0.0,0.4985027969954109,0.3057476474205728,0.5,0.0,0.3513256,0.1942900267157776,0.2158278265121681
ATP10D,0.0,0.4712509488817021,0.3057477514026867,0.5,0.0,0.37856692,0.1956444536316906,0.2158257364867434
PSKH1,0.0,0.5646544035192989,0.3057482713132536,0.5,0.0,0.28511938,0.1940618632782173,0.21581699740084784
ANKRD39,0.0,0.4693984883763776,0.4193549469947643,0.5,0.0,0.2951646,0.1984623439629989,0.2158158597244902
SPAG9,0.0,0.375342747643593,0.3057478553847984,0.5,0.0,0.47441006,0.1942092274194533,0.2158127398364384
B3GALNT1,0.0,0.5231927339406476,0.0342716721719601,0.5,0.0,0.5301441,0.1903587283930444,0.21580811761392354
POLR3E,0.0,0.387893092573991,0.3057480113579715,0.5,0.0,0.4615968,0.1942873008280497,0.21576018021849394
TGM2,0.002836278384407583,0.5737535883687702,0.3057479593669128,0.5,0.0,0.27137592,0.1935364949596333,0.21573897909411327
LYSMD2,0.02887616678175543,0.3505838343255623,0.3441222334134203,0.5,0.0,0.42663145,0.1891154264022693,0.21572424191165215
TWF1,7.423927807782758e-06,0.4521891020471877,0.305748479277483,0.5,0.0,0.39710537,0.1940781429149278,0.21572339347940234
GSPT1,0.0,0.4541581526893329,0.3057482713132559,0.5,0.0,0.3951467,0.1945077893398216,0.21572321123485497
NDRG3,0.0,0.5472033396343753,0.305748063349029,0.5,0.0,0.30208963,0.1942059359152388,0.21572080342922942
E2F6,0.0,0.4839872013975017,0.305748271313256,0.5,0.0,0.36508968,0.1941775607309303,0.21567761697648874
TIGD2,0.0,0.5306568159532828,0.3057476474205731,0.5,0.0,0.31839228,0.1941620431300123,0.21567196630374252
FRMD4A,0.0,0.3159310998416862,0.305748271313252,0.5,0.0,0.5330773,0.1941494327882509,0.21566392066532503
SLC10A7,0.0,0.6076075273670056,0.3057482713132557,0.5,0.0,0.24138738,0.1942031383085988,0.2156612221703895
PTPRK,0.0,0.4917816398086035,0.305747855384799,0.5,0.0,0.3571968,0.1940368492293259,0.21565786626944056
SH3GL3,0.0,0.7439131786495586,0.3057478553848008,0.5,0.0,0.10496736,0.1941315865766062,0.21563828603763188
CEP41,0.0,0.5914970404902049,0.3131814426681215,0.5,0.0,0.2517831,0.194417266843051,0.2156332444982592
PABPC1,0.0,0.4524063942484277,0.3057480633490269,0.5,0.0,0.39640072,0.1941344284067144,0.21562363235203957
PTPN2,0.0,0.5894978021323286,0.3057478553847986,0.5,0.0,0.25928706,0.1941719062988247,0.21561915073418553
